SDSS_NAME,RA,DEC,CLASS,SUBCLASS,logR1,logR_ratio,BAL_PROB
234442.42-000436.4,356.1772127,-0.076461113,core,r,2.116284399022163,,0.0
125019.16-030525.3,192.57990569999998,-3.090191664,core,u,2.3623078972059943,,0.0
114201.03+501722.9,175.5036368,50.28989739,jet,,3.4699888335911027,,-1.0
094853.60+085514.3,147.2233615,8.920669311000001,core,u,1.2172361443432709,,0.0
111134.53+345959.5,167.8938226,34.99991104,core,r,2.7394762769159757,,-1.0
105525.26+154433.8,163.85524099999998,15.74269128,core,u,1.1762331272569742,,-1.0
100124.86+045635.6,150.3538011,4.942833306,core,u,1.5465860837386811,,0.0
163124.24+253054.7,247.85105319999997,25.51519959,core,u,0.8584464413644198,,-1.0
154940.59+145243.4,237.4190594,14.87884481,core,u,1.249972791751017,,0.0
124923.49+143206.3,192.34788419999998,14.535083100000001,core,u,1.8357704785658908,,0.5
110735.68+233338.3,166.89855469999998,23.56061631,core,u,2.251484810386137,,0.9
103326.85+142738.2,158.3618974,14.46066136,core,u,0.911557380598363,,-1.0
080724.91+143029.4,121.8542358,14.50823533,triple,l,2.045828444436039,-0.645341554299071,-1.0
083757.91+383727.1,129.4913162,38.62421432,core,u,1.532101659114801,,0.0
085111.59+142337.7,132.7982752,14.39385016,core,u,1.9343533238797364,,0.9
100137.25+573823.9,150.4051095,57.63995958,core,u,1.6306572359594145,,-1.0
004252.23+085415.3,10.71761695,8.904419437,core,u,1.0649794991478885,,-1.0
013751.57-010217.3,24.46492994,-1.038208284,jet,,1.5901049307429431,,-1.0
144953.28+483811.1,222.4725155,48.63638372,triple,c,2.6771483226586525,0.26732003774790575,0.0
132603.63+054650.8,201.5150499,5.780802747999999,core,r,1.6120890176734577,,-1.0
234942.66+125259.2,357.4277375,12.88330516,triple,c,1.8352323738591307,-0.7387017944976497,-1.0
155855.18+332318.6,239.72983540000004,33.38855672,core,u,1.96902585345222,,0.9
100346.16+220740.0,150.9423176,22.12783899,core,u,1.8191901814184264,,1.0
143514.68+204542.9,218.8112336,20.76198386,core,u,1.2402214573859212,,-1.0
115317.87+164208.1,178.32458689999999,16.70226114,core,u,2.3107177327333868,,0.0
145108.53-013833.0,222.78533810000002,-1.642677784,core,u,1.6284099980952902,,0.0
161208.45+104837.2,243.0352781,10.81035811,core,u,1.3379657303688433,,-1.0
012156.85+042224.8,20.48691165,4.373461052,core,u,3.963793047406112,,-1.0
233841.19+113123.9,354.671775,11.52329411,core,u,2.1871575506015546,,0.0
154035.25+474406.2,235.1466418,47.73508903,double,c,1.5007263569888252,-0.8503605223759387,-1.0
095537.21+271810.6,148.9050907,27.30304429,core,u,2.2938078561016297,,-1.0
115800.82+245344.0,179.50302680000001,24.89539749,core,r,2.380988304755667,,0.0
090609.87+201527.0,136.5411915,20.25751121,core,u,2.5787363953284554,,0.0
095923.29+144840.0,149.8470284,14.81115764,core,u,1.928320995806197,,0.9
132305.37+595132.1,200.77229409999998,59.85882166,core,u,1.4508222602419107,,0.0
140801.08+365513.7,212.0045539,36.92054999,core,u,3.0725658914096514,,0.5
114306.02+184342.9,175.7750959,18.72861093,triple,c,1.5533032144743004,0.5370221189103092,-1.0
171301.16+254808.0,258.2548452,25.80225024,core,u,2.2500569249910436,,-1.0
161214.67+264147.6,243.0610142,26.696503000000003,core,u,2.4361417086998562,,0.0
103932.94+294315.6,159.8873519,29.72101834,core,u,2.1780470147231044,,0.0
013559.01-021758.2,23.99587523,-2.299416695,core,u,1.840795941628184,,0.5
125607.66+100853.5,194.031881,10.14830275,triple,l,2.751122235412221,-0.10606303467021293,-1.0
133135.14+590507.0,202.8966196,59.08544617,core,r,1.7294619645689435,,-1.0
222544.39-081137.4,336.4350038,-8.193702395,core,u,1.1315660492538908,,0.0
094719.10+153128.8,146.8294918,15.52514122,core,r,3.4711250168700403,,-1.0
135936.55+360726.4,209.90229,36.12408505,jet,,2.5086480041465777,,-1.0
120746.34+185041.5,181.94307450000002,18.84486587,core,u,1.4349629029030937,,0.9
073913.46+180222.8,114.80608159999998,18.03964463,core,u,0.7727241171535126,,-1.0
214207.41+021317.2,325.5309722,2.221541653,core,u,2.3421920158859177,,-1.0
092011.28-002248.1,140.04700469999997,-0.380036101,jet,,2.1458153889196394,,-1.0
231457.07+143324.9,348.7379418,14.55671089,double,c,2.4586260415060823,0.31761225171806373,-1.0
142225.85+495355.7,215.60769720000002,49.89877685,core,u,2.5654153150307764,,0.0
235839.62+002906.4,359.6650583,0.484927796,core,r,1.2468039854179864,,-1.0
160345.97+524823.3,240.94140159999998,52.8064601,core,u,1.510792556946892,,0.9
134335.69+233451.5,205.89874730000003,23.58101467,core,u,1.9389065682694608,,0.0
111136.45+010613.5,167.9018822,1.103916625,core,u,1.1585526005606552,,-1.0
095608.18+071913.6,149.0335392,7.32050796,core,r,2.4095517528161423,,0.0
164453.55+134339.4,251.22320640000004,13.72757459,core,u,1.9458963556339623,,0.0
003647.67+055451.9,9.198837302000001,5.914322274,jet,,3.0704019713127577,,0.0
110207.43+161431.9,165.5309869,16.24220863,core,u,3.0961516984409267,,0.0
090340.20+385812.0,135.917568,38.96999606,core,u,2.767725471785885,,0.0
093324.52+390934.0,143.35201030000002,39.1589874,core,r,2.815871211113117,,0.0
151131.33+502219.0,227.88063190000003,50.37195186,core,r,0.8219944887631556,,-1.0
021322.35-041312.1,33.34318036,-4.220150199,core,u,2.363873040912709,,0.0
130927.80+110223.4,197.36588759999998,11.0399276,core,u,1.2259042321923832,,0.9
144925.60+080207.9,222.3567711,8.03555278,double,c,0.7715581727130909,0.0177836885283386,-1.0
012222.75-030824.9,20.59481327,-3.140249907,core,u,3.339537776711057,,0.0
135909.93+470826.5,209.79136769999997,47.14061327,core,u,0.7581036185648372,,1.0
094724.76+590309.2,146.8531926,59.05255198,core,u,2.83848341708302,,-1.0
121155.57+330654.3,182.9816048,33.11517157,core,u,2.387156125908909,,0.0
234158.57-001637.4,355.4940832,-0.277058326,core,u,1.7603509080648263,,0.0
105158.68+364326.0,162.99444590000002,36.72400447,triple,l,1.2970304073523993,-0.34270733293627337,-1.0
073919.53+304314.6,114.83150359999999,30.72078728,core,u,0.996300475218986,,-1.0
142843.17+384752.8,217.17980189999997,38.79799141,core,u,1.8016627311940057,,-1.0
131129.43+070421.5,197.8727149,7.072722357000001,core,r,2.8255374158996345,,0.0
091916.45+245336.7,139.8187944,24.89336721,core,r,1.0205857478099047,,-1.0
092742.20+370246.1,141.9254433,37.0460274,core,r,1.757516908373458,,0.0
114803.18+565411.4,177.0132726,56.90315975,double,c,1.644714452420014,-0.09256679707722221,-1.0
130528.96+280752.6,196.37077,28.13131743,core,u,2.3472705329912613,,0.0
115910.41+030211.0,179.7934737,3.0363721210000003,core,u,2.6861205083661153,,-1.0
083605.89+232434.8,129.0245274,23.40969986,core,u,2.668357386432021,,-1.0
081414.24+093147.1,123.55935149999999,9.529780458,core,u,1.5941854955273511,,0.0
120210.32+305806.6,180.54304969999998,30.96856947,core,u,2.219159688251146,,0.0
153339.70+503115.6,233.41548939999998,50.52095586,core,r,1.669764760053289,,0.0
155257.78+104012.8,238.2408405,10.67024959,core,r,1.6467252340654128,,-1.0
212354.21+001538.1,320.97581660000003,0.260588899,core,u,2.7892825718882506,,0.0
074151.85+250927.2,115.46616470000001,25.15757259,jet,,2.5540889791237857,,0.0
022422.39-075258.8,36.09343799,-7.8833027410000005,core,r,2.7168079286112503,,0.0
110416.22+293150.5,166.067307,29.53043216,core,r,2.408114586407204,,-1.0
002245.85-064245.8,5.691066869,-6.712825176,core,u,2.841360695255845,,0.0
123505.80+362119.3,188.7741106,36.35534842,core,u,2.601991688959893,,0.0
143532.56+454304.0,218.8856826,45.71780974,core,u,1.8425902405795145,,0.9
163646.41+355743.6,249.1933766,35.96213443,core,u,2.5120021777883244,,0.0
205108.50-070657.8,312.7854704,-7.1161166829999996,core,u,1.5619752010106582,,-1.0
082442.21+220834.6,126.17598329999998,22.14283296,triple,c,3.1090299798614516,0.24034611658384208,0.0
113036.99+105401.3,172.6541775,10.90035525,core,u,2.7461561069336367,,-1.0
073242.09+235625.2,113.1753808,23.94037482,core,u,3.0306871883728923,,0.0
104732.28+483531.0,161.8845128,48.59203189,core,r,2.368760280058619,,-1.0
115043.86-002354.1,177.6828907,-0.398336099,core,u,3.190708013707088,,0.0
074910.33+474804.0,117.2928169,47.80143408,core,r,2.4141117758593253,,0.0
003312.88+033550.1,8.303637705,3.5973001260000004,core,u,2.7870514824994665,,0.0
092508.98+390055.4,141.28724409999998,39.01520167,core,u,2.5346966436462863,,0.0
091921.84+341840.2,139.84095159999998,34.31115135,core,u,1.7026567848380765,,-1.0
122909.64+093810.1,187.28997880000003,9.636327994,core,r,2.569681091960743,,0.9
080906.50+413932.5,122.2769425,41.65907911,core,u,0.29730775655321506,,-1.0
084050.28+281034.4,130.2094832,28.17622251,core,u,3.4075366734254344,,-1.0
112431.50+442236.7,171.1310044,44.37694115,core,r,2.6235751233890854,,0.0
144730.65+194213.7,221.87775630000002,19.70374679,core,u,1.2407240524888508,,0.0
213420.56+005814.3,323.5857275,0.97078055,double,c,1.839635424251792,0.005731971978083669,-1.0
115708.86+130733.2,179.2870016,13.12584176,core,r,3.019038031516513,,0.0
110736.31+103821.7,166.9013004,10.63936347,core,u,2.4152899786257818,,0.0
140958.79+531240.6,212.4949751,53.2113059,core,u,2.1247476062468253,,0.9
104945.36+285823.3,162.4390422,28.97315703,core,u,1.4746514290631894,,1.0
170302.27+370817.1,255.75931949999998,37.138019799999995,core,u,1.6026844225978336,,-1.0
135607.50+581236.1,209.0313179,58.21008913,double,c,1.6495113024396315,-0.20455843199508658,0.0
015253.22+124329.0,28.22175084,12.72466633,core,u,2.289531204021479,,0.0
205201.61+000051.5,313.0064544,0.014472222,core,r,2.2843547031845333,,-1.0
125926.73+333339.3,194.8613938,33.56103266,core,u,1.5393455257214457,,-1.0
103730.30+551447.0,159.37615319999998,55.24635393,core,u,1.5363451819213978,,0.0
122051.89+385450.0,185.2163061,38.9139407,core,r,1.539719963351341,,-1.0
133843.54+444354.9,204.681471,44.73191633,core,u,1.8233548839055884,,0.9
141519.82+002330.3,213.83261299999998,0.39180833200000004,core,r,0.8340372216972411,,-1.0
163249.66+371631.4,248.20690609999997,37.27543638,core,u,0.9560976294487048,,0.0
010543.22-025946.4,16.43012079,-2.996213811,core,u,2.034155085526831,,-1.0
130636.07+234923.9,196.65035690000002,23.82331904,core,u,1.9421218643999167,,0.0
140644.43+443057.6,211.6852426,44.51605503,core,u,0.882261890158371,,-1.0
101440.35+053712.6,153.66816409999998,5.620177616,core,u,2.2913469248490297,,0.0
153630.07+224443.0,234.1253236,22.74539737,jet,,2.1588632843842768,,0.0
131336.40+012441.0,198.40184969999999,1.411516649,core,r,2.7595510102571934,,0.0
003605.54+104753.3,9.023087144,10.798138900000001,core,u,2.3883542526437496,,0.0
135020.26+264101.9,207.5844653,26.683899600000004,core,u,1.9817854129397872,,-1.0
113058.16+500509.5,172.7422323,50.08593086,core,r,2.055470072111824,,0.0
124256.49+445145.9,190.7353312,44.86258809,core,r,3.0268116192170518,,0.0
104732.68+472532.0,161.8860565,47.42562341,core,u,3.408229743477152,,-1.0
150805.13+185243.2,227.0215307,18.87880508,jet,,2.690579357778012,,0.0
104524.43-005732.2,161.3517581,-0.958833375,core,u,2.4291371342960764,,0.0
155353.26+022218.4,238.472056,2.3717945019999997,core,u,2.2117743737096816,,0.0
025630.38-021844.1,44.12666936,-2.3122832769999997,core,u,2.7808971602896264,,1.0
080915.90+321041.6,122.3162024,32.17822329,core,u,2.654383512501984,,-1.0
094334.00+463332.1,145.89165219999998,46.55896461,core,u,2.826731108320124,,0.0
110838.31+255521.4,167.1596728,25.92266135,double,l,1.2760163412576078,0.40610604942607215,-1.0
111812.93+624434.8,169.55379069999998,62.74289636,core,u,2.0797377653980504,,-1.0
110341.77+202923.2,165.9239823,20.48976155,double,c,1.7543608802228732,0.14629480765992378,0.0
000241.25-041155.2,0.671966657,-4.198685903,triple,l,1.3617434523791871,-1.2071865029190807,-1.0
145733.03+365858.8,224.38764590000002,36.98302915,core,u,2.100274803114204,,0.0
130531.77+291621.4,196.382395,29.27267448,core,u,1.8619678830067843,,0.0
011527.59-064207.4,18.86509519,-6.70213593,core,u,2.0472394915157053,,0.9
120713.06+174843.4,181.8045583,17.81206955,core,u,0.18065140535125151,,-1.0
114250.92+263422.7,175.7121898,26.57302514,core,u,1.19198315067851,,-1.0
103346.39+233220.0,158.443204,23.53891338,core,u,1.4623595077049374,,-1.0
110607.26+281247.0,166.5302436,28.21306967,core,u,2.5106460625825067,,-1.0
123001.94+494529.6,187.50812140000002,49.75813642,double,c,1.1431012593051222,-0.358674703693431,0.9
132903.45-025422.4,202.264308,-2.906099923,core,u,1.836421576480184,,0.0
162136.98+335757.8,245.40406969999998,33.966090200000004,core,u,2.2719260437785707,,-1.0
102913.80+271853.6,157.30754840000003,27.31490321,core,u,2.1229350393924578,,-1.0
112839.55+162931.7,172.1648491,16.49236089,triple,l,2.06469740893707,-0.6686783861671131,-1.0
015253.33-045132.8,28.2221709,-4.859116531000001,core,u,1.9260261979933218,,0.0
084929.59+052915.2,132.3733145,5.4874888120000005,core,u,1.1481421978427604,,-1.0
132725.12+500849.1,201.8547698,50.14698592,core,u,3.286121319619588,,-1.0
012432.75+002303.8,21.13650362,0.384411104,core,u,1.8536252432452784,,0.0
115108.26+482354.5,177.7845102,48.39850872,core,u,2.042338922874829,,-1.0
171926.72+311712.2,259.8613262,31.28686995,core,r,3.238231494939464,,0.0
152746.72+584927.9,231.9447174,58.82441683,core,u,2.6004324142934983,,-1.0
001311.75-025158.6,3.298979235,-2.866333281,core,r,3.0118746232582296,,0.0
103954.02+143952.1,159.9751061,14.66443835,core,u,2.201267481168709,,0.0
125525.83+131706.9,193.8576155,13.28526947,double,c,2.079222061999576,0.7047802043106419,-1.0
085807.61+003430.6,134.53169530000002,0.57508053,core,u,2.437904391246746,,-1.0
220646.02+073852.0,331.6918217,7.647825139,double,l,2.1446717495836354,-0.5366478945436114,-1.0
092524.69+543459.6,141.35355159999997,54.58307085,jet,,2.4306747554220536,,-1.0
090627.48+005250.3,136.6144522,0.8806444640000001,core,u,2.0066934312000613,,0.0
011532.47+040236.2,18.88537572,4.043388746000001,core,u,2.405042540969542,,0.0
120713.48+470259.8,181.80617019999997,47.04998691,core,u,1.1365435872476268,,-1.0
114254.12+381738.7,175.72557700000002,38.29404981,core,u,1.6563652687749295,,-1.0
171304.46+352333.5,258.26864900000004,35.392619599999996,core,u,0.627287845507098,,-1.0
083512.38+093829.6,128.80159,9.641558212,core,u,1.6206798589532267,,0.9
132905.79+500926.4,202.27426640000002,50.15737123,core,u,3.4821722291419306,,0.0
004319.23+012224.6,10.83023738,1.373616676,core,r,1.6798579556842497,,-1.0
110531.41+151215.9,166.38120890000002,15.20487536,core,u,1.5007810038276403,,1.0
075221.76+353052.8,118.0906513,35.51466142,core,u,3.0536249568485028,,0.0
132730.18+050627.8,201.8758205,5.107702973,core,u,1.4508099204004068,,-1.0
141621.98+302835.4,214.09143619999998,30.47650557,core,r,1.5919915160809524,,0.9
102249.08+491419.3,155.7046396,49.23870395,core,r,2.3157042355106925,,-1.0
135858.67+005604.5,209.7444989,0.934650023,core,u,2.0168521206748635,,-1.0
213446.36-012140.7,323.69324839999996,-1.3611721780000001,core,u,1.2010383900139416,,0.9
123603.11+000334.6,189.01304430000002,0.059516667999999995,core,u,2.465025442652062,,0.0
133636.25-020416.6,204.15112040000002,-2.071274929,core,u,1.256602121247721,,0.0
105525.68+113703.0,163.85709880000002,11.61748327,core,u,1.077982798397531,,-1.0
014214.54+125058.2,25.56059986,12.849389,core,u,1.6759880892433827,,-1.0
100959.91+424558.7,152.4994094,42.76625619,core,r,2.291228880114612,,-1.0
113832.14+133007.0,174.6339352,13.50201699,core,u,1.1482628431636823,,0.0
100141.10+222406.2,150.4213107,22.40171933,core,u,3.1249985847603354,,-1.0
015155.39-045159.8,27.98085348,-4.866594307,core,u,1.885159823758116,,-1.0
160031.49+254518.2,240.1314915,25.755475399999998,jet,,2.5445318090601203,,-1.0
153703.95+533220.0,234.26647630000002,53.53886811,core,u,1.1127722816525565,,1.0
113936.91+543901.8,174.90395990000002,54.65050189,core,r,1.853480663750264,,0.9
091911.64+463025.4,139.7984541,46.50700395,double,c,3.0176054771189897,0.2548214611086271,0.0
003119.60+094033.0,7.8312336479999995,9.675769775,jet,,2.2737161543103044,,0.0
135910.45+563617.3,209.79337579999998,56.60472488,core,u,1.3470471168754998,,0.9
161211.60+313604.2,243.04833739999998,31.60116793,core,u,2.351239241589475,,-1.0
121519.77-011140.7,183.8325917,-1.194677779,core,u,2.3101578199452164,,0.0
125142.90+255943.0,192.928942,25.99555313,jet,,2.2581867803615423,,-1.0
120953.23+405536.0,182.4718814,40.92678379,core,u,3.801788157287652,,0.0
120227.34+044621.6,180.61386509999997,4.772716772,core,u,2.790955021115121,,0.0
095352.04+501908.9,148.46692040000002,50.31916475,core,u,1.6532025068165936,,1.0
144146.34+201234.7,220.4430887,20.20966915,core,u,2.8978603886869863,,0.0
140112.00+011112.2,210.30014849999998,1.186777812,core,u,1.284747380268773,,1.0
084051.29+443959.2,130.2137726,44.66646262,core,u,3.2941723715343216,,-1.0
103346.45+165029.1,158.4434909,16.84146723,core,u,3.5009288457330494,,-1.0
154946.83+613410.3,237.44532830000003,61.56955865,core,u,2.3752992404101265,,0.0
013048.09+024210.7,22.70033349,2.702913962,core,u,2.569620575040217,,0.0
010618.92+103135.5,16.57885499,10.52669694,core,u,1.958208933781884,,-1.0
150759.06+020053.8,226.9960268,2.014997159,core,u,0.3728034081458503,,-1.0
123311.23+502726.2,188.2967624,50.45728825,core,u,2.7917993828693266,,-1.0
152625.14+453251.8,231.60469700000002,45.54767656,core,u,2.0357242782575766,,0.0
143133.54+121130.4,217.88985469999997,12.19181681,core,u,2.404884788802117,,0.0
103318.34+500909.6,158.32628480000002,50.15257643,core,u,2.05842566138391,,0.0
162733.41+260602.1,246.88923280000003,26.10055363,core,u,2.676656321922897,,0.0
091008.76+113035.5,137.5367189,11.51038591,double,c,1.8359144912919347,0.12108478978365833,-1.0
150101.83+223806.3,225.2576481,22.63514446,core,u,0.7692948479587229,,-1.0
160354.15+300208.6,240.9756619,30.03580127,core,u,1.856307396704797,,0.9
145739.42+373003.3,224.4143929,37.50090434,core,u,2.9569969481926046,,0.0
013521.27+062548.5,23.83861696,6.4301193770000005,core,u,0.8850740519619549,,-1.0
074955.93+355629.9,117.48333819999999,35.94199221,core,r,0.7604553395801205,,-1.0
101612.75+515400.0,154.05322280000001,51.89995056,core,r,2.1009365260822435,,-1.0
165634.09+182626.3,254.14199900000003,18.44063649,core,u,3.306690848766297,,0.0
223516.23-005849.6,338.8176709,-0.9804916909999999,double,c,1.061322476404112,-0.08932400265907758,-1.0
112831.03+602715.2,172.12916819999998,60.45425023,core,u,1.3263767118542331,,0.9
163313.29+401338.9,248.30534959999997,40.22739291,core,u,2.1480737879393046,,0.0
110416.72+595425.9,166.0698888,59.90713842,core,r,3.4918743459834203,,-1.0
124247.15+020817.5,190.6963035,2.137916658,core,r,1.2224084020979022,,-1.0
020211.33-100347.0,30.54688384,-10.06329763,core,r,1.8796816359835204,,0.0
092445.65+142532.0,141.19022809999998,14.42562249,core,u,0.8044840990107673,,-1.0
164113.11+305128.1,250.30461430000003,30.85783503,core,r,3.057523906260525,,0.0
112223.72+610807.0,170.598837,61.13519960000001,core,u,2.344442462544046,,0.0
104547.58+551853.8,161.44764030000002,55.31500075,core,r,0.8599157886824103,,0.0
171026.65+323434.8,257.61105200000003,32.5763277,triple,l,2.463177353547414,-0.17711675710868524,-1.0
145057.28+530007.6,222.73836009999997,53.00223039,triple,l,1.4360305179592032,-1.6464419390740173,-1.0
143929.78+235525.7,219.87412030000002,23.923830399999996,core,u,2.590932853215777,,-1.0
093027.21+240232.7,142.61335269999998,24.04253396,core,u,0.9682438918180196,,-1.0
104945.55+252255.4,162.43984819999997,25.38198529,core,u,1.918774889548712,,0.0
101022.38+374919.8,152.5932016,37.82222717,core,u,2.296287441292665,,0.0
132747.82+594926.6,201.949286,59.82403551,core,u,1.8847276949711216,,-1.0
093052.18+124403.8,142.7175813,12.73481684,core,r,2.391723583386705,,0.0
094557.60+475212.0,146.4900588,47.87005357,double,l,1.5797148923854207,-0.4692436964936602,0.0
073945.16+215636.1,114.9380135,21.94343925,core,u,2.1583302679275915,,-1.0
083523.71+581900.7,128.8487456,58.31685181,core,u,3.0185291646203494,,0.9
214232.97+021413.4,325.637571,2.2372694440000003,core,u,2.3713409818650617,,-1.0
020757.20+025809.0,31.98835769,2.969152815,core,u,2.1609749264735654,,0.9
160421.77+432354.6,241.0907779,43.39849606,core,u,2.6402252212806934,,0.0
121548.70+522448.9,183.9525981,52.41361152,core,r,2.304147863325967,,-1.0
012212.29+062952.1,20.55132546,6.497808259,core,r,2.828517121581547,,-1.0
035509.53-051058.5,58.78967166,-5.182841457,core,r,1.5201066296688084,,0.9
144155.21+355242.8,220.480081,35.87860122,core,u,2.011730602666205,,0.0
151420.88+293103.5,228.5870921,29.51770752,core,u,2.7869167359377127,,0.0
165050.82+503735.2,252.711812,50.62650277,core,u,1.383869135607786,,-1.0
081259.69+255441.1,123.24875549999999,25.91159645,jet,,1.9713909449487372,,0.0
130829.98+201131.7,197.1248775,20.19213264,core,u,2.107247348279253,,-1.0
093439.35+490631.5,143.6640543,49.10875277,core,u,2.4556412117065234,,-1.0
114851.46+231340.4,177.2144763,23.22793828,core,u,0.5418252021372709,,0.9
091922.05+074456.6,139.8417985,7.7490946460000005,core,u,1.6929001305574942,,0.0
153934.00+293625.4,234.89169819999998,29.607070299999997,core,u,1.882653943289964,,0.0
012654.75+124550.0,21.72812436,12.76396638,jet,,3.1472956467677604,,-1.0
091938.22+222525.1,139.9092398,22.42364423,core,u,2.1625874020778766,,0.0
205319.51+001103.3,313.3311923,0.18395555100000002,core,r,1.5516519408862581,,-1.0
081300.19+335417.5,123.2506816,33.90481315,core,r,1.8975812880034242,,0.0
150113.19+232908.2,225.3049539,23.48559692,core,u,0.9651658125032055,,-1.0
113559.55+011321.9,173.99812649999998,1.2227471890000001,core,u,1.9012913841416803,,0.9
143657.72+563924.8,219.24029240000002,56.65687337,core,r,1.6213309062746972,,0.0
083752.27+160636.9,129.4678067,16.11029719,core,u,1.5258310563216242,,-1.0
011540.51+035643.3,18.91884194,3.9453473569999997,core,u,1.517491090130477,,0.0
104739.66+301137.1,161.91533069999997,30.19369817,double,c,1.8542807617294061,-0.27877138474493646,0.0
150506.25+382617.9,226.2762205,38.43839903,core,u,1.5641890275982189,,0.0
150902.29+423004.5,227.25963109999998,42.50127558,core,u,1.8911466161402888,,-1.0
094735.13+254744.6,146.89664630000001,25.795860600000005,core,r,2.4310458940557083,,0.0
085130.95+582712.9,132.8789261,58.45355122,core,u,2.481127766931043,,0.0
081521.66+271308.7,123.8401816,27.21917811,core,u,1.2328210158776514,,1.0
114255.92+202109.9,175.7329946,20.35270526,core,u,1.3765201669124079,,-1.0
104009.12+460923.3,160.0380122,46.15645815,double,c,1.9703879040324324,-0.02547674169403263,0.0
113555.13+363019.9,173.979726,36.50552038,core,u,2.2157245678378397,,-1.0
082915.37+273149.5,127.31407040000002,27.53039738,core,u,2.3601028682223477,,0.0
142124.38+131616.6,215.35160609999997,13.27137516,core,u,2.105445246807093,,0.0
170322.72+233058.2,255.8446832,23.51619105,core,u,2.2563656156602505,,-1.0
015311.89-014945.1,28.29960475,-1.829127861,core,u,2.036726107935856,,0.9
205551.25+010815.8,313.96366780000005,1.137672273,core,r,2.5047978391156773,,-1.0
155433.13+221842.1,238.63804330000002,22.31168036,core,u,1.3122735377510042,,0.0
085812.17+255326.0,134.5507378,25.89049116,core,u,1.3578038331698123,,-1.0
080001.31+470138.3,120.00565870000001,47.02732434,core,r,2.0746609819114767,,0.0
122052.95+354305.3,185.2207594,35.71817715,core,u,1.5434312833044133,,-1.0
003606.11-043421.1,9.025483686,-4.572683156,core,u,2.169262107365249,,-1.0
171728.91+394102.5,259.370379,39.6839933,core,r,1.2687086159811074,,1.0
131046.55+622909.0,197.6941874,62.48581487,core,u,3.4470345454685143,,0.0
115630.96+385641.5,179.1290466,38.94489853,core,u,2.2118897019382926,,0.0
090354.27+633417.1,135.97597969999998,63.57132317,core,r,1.715697952503963,,0.0
025658.19-040520.6,44.24251278,-4.088999895,core,u,1.3478961751339014,,-1.0
093525.85+292827.9,143.8577175,29.47443485,core,u,1.1139796957570751,,1.0
123854.53+193648.6,189.72720890000002,19.61349097,core,u,1.816287083746829,,0.0
131559.28+572706.6,198.99701869999998,57.45189715,core,u,2.066833569828114,,0.0
224218.06+024738.1,340.575263,2.7939194019999998,core,u,1.8817716897444243,,0.0
140655.51+582200.0,211.7314693,58.36682831,core,u,2.4463198434130677,,-1.0
084051.55+522202.5,130.2147561,52.36736089,core,u,1.6906290080795556,,-1.0
154616.82+403006.7,236.5701625,40.50180942,core,r,1.7802450516048467,,-1.0
113044.75+240102.3,172.68648430000002,24.01731861,core,u,1.3183532345345697,,-1.0
135026.29+062251.5,207.6095594,6.380977874,core,u,1.103689095992999,,-1.0
132907.46+555443.7,202.2812059,55.91200709,core,r,1.9844214879739253,,-1.0
161505.39+290021.9,243.7728566,29.00646444,core,r,1.9563964484239265,,0.0
160149.56+430648.1,240.4564719,43.11296342,core,r,1.8864178899221298,,-1.0
114300.95+080815.7,175.7539769,8.137713627,core,u,1.6388860021723246,,1.0
125544.91+165440.9,193.9371872,16.91144422,core,u,1.824110172071731,,0.0
111814.74+284811.0,169.5615772,28.80305799,core,u,1.418220643003923,,-1.0
091345.30+285328.4,138.43882299999999,28.89125281,core,u,1.3066807436042738,,-1.0
220340.86-000303.3,330.92019980000003,-0.051102778,core,r,2.5148908722924856,,0.0
164948.04+514632.0,252.45007230000002,51.77558647,core,r,2.8025216402547186,,0.0
091922.33+482657.1,139.8430416,48.4492502,core,u,1.890954810775027,,-1.0
141524.27+303745.7,213.85117749999998,30.62937203,core,u,1.7696586804158685,,-1.0
120715.16+165943.7,181.8132326,16.99548116,core,u,1.8385955135142384,,-1.0
124251.36+375100.0,190.71400730000002,37.85001238,core,u,3.126877302153912,,-1.0
110714.07+255412.1,166.80861480000002,25.903350699999997,core,u,2.2081633460090417,,-1.0
111456.24+362037.1,168.7344003,36.34336827,core,r,1.7561281049328727,,0.0
094842.36+305508.8,147.1765474,30.91916671,core,u,2.672922869983316,,0.0
005448.44-101420.4,13.70185808,-10.23911695,core,u,1.6077287728896947,,0.0
135247.96-002351.6,208.1998517,-0.397719434,core,u,1.530516199102672,,0.0
140119.10-031547.2,210.32906749999998,-3.26319438,jet,,2.102721245300072,,-1.0
221540.44+035849.7,333.9184838,3.9804750189999996,core,u,2.379230223865771,,0.0
220828.14+000626.3,332.1172588,0.10736110900000001,core,u,1.6929907392235992,,0.0
085813.11+345623.3,134.55459,34.93978489,core,u,1.0077271253054019,,-1.0
100125.31+481517.6,150.3554814,48.25485277,core,u,2.907328832997311,,0.9
022104.20+002459.8,35.26758274,0.416688897,core,u,2.5083496883047816,,-1.0
083321.60+081238.6,128.3400605,8.210769331,core,r,1.3482700570780963,,0.0
150725.62+112635.6,226.85686850000002,11.44296938,triple,c,2.560470818561833,,-1.0
090627.93+065538.9,136.61647390000002,6.9274805189999995,core,u,2.696525240576837,,0.0
081705.83+104322.1,124.2744313,10.722719099999999,core,r,1.5393030935701217,,-1.0
082047.61+225252.4,125.1984193,22.88126691,core,u,1.4098093892097552,,0.0
