,RA,DEC,CLASS,SUBCLASS,logR_ratio,logR1,BAL_bool
742,348.53015039999997,-3.424297198,core,u,,2.2359307549825376,NO_BAL
743,156.68881530000002,36.97385962,core,u,,3.012134966848225,NO_BAL
744,249.2268446,32.33534838,triple,l,-1.03131,1.7670611626096049,
745,229.3658156,55.94089538,core,u,,3.491321610133123,NO_BAL
746,32.07260125,-1.981669464,core,r,,2.2580934941425226,NO_BAL
747,122.5414211,38.79914571,core,u,,2.1107555320373894,NO_BAL
748,224.85970759999998,49.52688671,core,u,,1.0043453843987336,BAL
749,128.37850079999998,33.95506969,core,u,,1.8535970434697744,
750,207.19248069999998,33.42688774,core,u,,1.928373104160632,BAL
751,149.3918646,35.87284679,core,r,,2.130942658508323,
752,135.3270025,22.24166921,triple,c,0.16937,1.5851006681219886,
753,240.5265086,40.68130338,core,u,,2.2381962693976183,NO_BAL
754,204.2445164,46.22971876,core,u,,2.5811147973036097,NO_BAL
755,141.39214219999997,31.64473088,core,u,,2.411828507240924,BAL
756,323.2158762,-1.3902805230000002,core,u,,2.6531683433825206,NO_BAL
757,29.19316766,11.94572765,core,u,,1.4376272216388088,
758,168.34389099999999,44.23724329,core,r,,1.5910532596669742,
759,143.16887930000001,25.43259187,core,u,,1.5943498818923971,NO_BAL
760,187.1242375,29.72020214,core,u,,1.4541736149408138,
761,120.4894274,28.43911307,core,u,,1.7688925501819512,
762,151.8253381,22.85749443,core,u,,3.214388676679525,NO_BAL
763,358.582775,-6.696008396,double,c,,1.7991643733780152,
764,143.57364990000002,21.57044091,core,r,,0.7604453587777897,NO_BAL
765,5.68685435,-3.058658388,core,r,,0.7211735102795046,
766,221.4656363,34.72987268,core,u,,2.0881540906256406,NO_BAL
767,132.92157379999998,40.84529622,core,u,,2.793783553494112,
768,113.841857,36.08516322,core,r,,2.8477383190201313,NO_BAL
769,184.72828909999998,36.46764356,core,u,,2.436991014761668,NO_BAL
770,154.9264625,25.23779487,core,r,,1.4423275474378232,NO_BAL
771,151.1729594,40.6131176,jet,,,2.512931285481661,
772,42.33369006,2.5432888119999997,core,u,,2.1843696848592247,NO_BAL
773,37.73514567,4.266844361,core,u,,1.1437283075987341,
774,186.1460314,52.0742365,jet,,,2.8309779094127965,
775,148.9521234,30.87178911,core,u,,1.765662285093795,NO_BAL
776,175.2399369,40.37176945,core,u,,3.3864009555821037,NO_BAL
777,22.28090353,-5.040224973,core,u,,2.338374173734455,NO_BAL
778,138.87170669999998,51.85196848,core,u,,1.1036607556455067,
779,189.7143135,17.86801905,core,u,,1.8141257096534489,
780,191.3595558,46.66498622,core,r,,1.4341587165100025,
781,176.78493930000002,32.99288728,core,r,,1.8527963068682367,
782,337.8456206,-1.176794423,core,u,,3.407937225727236,
783,233.4043015,5.242916813,core,u,,2.663800749696095,NO_BAL
784,162.62187269999998,45.78360495,core,u,,2.529705658937985,
785,143.5886627,50.59711247,core,r,,1.8844571666874568,NO_BAL
786,231.8648179,15.25288817,core,r,,1.194471648059367,NO_BAL
787,178.2301664,61.10145164,core,u,,0.7568303420688267,
788,207.28774819999998,23.44576155,core,u,,2.0166671909674307,NO_BAL
789,238.24681,20.51881376,core,r,,0.6571960379461018,BAL
790,183.4855361,58.32111385,core,r,,2.039250521299638,NO_BAL
791,135.03322240000003,36.76965745,core,u,,0.3439681682051613,
792,221.59217239999998,44.19761453,core,r,,2.279387925294067,NO_BAL
793,124.776983,31.95623873,core,r,,2.263435289551728,
794,336.87117969999997,0.08948889199999999,triple,c,-0.26778,2.6439870513989048,
795,113.8320488,34.43396498,core,u,,2.5152872647406186,NO_BAL
796,248.0257695,26.8535854,core,u,,1.2962346330229422,NO_BAL
797,135.528575,58.086893,core,r,,3.2286837114409916,BAL
798,176.8230108,15.53901163,core,u,,1.6981559701264617,
799,166.6522444,36.44714275,core,u,,2.834238908650005,
800,223.6490565,53.90256544,core,u,,2.262260767269156,NO_BAL
801,241.06710440000003,37.38886533,core,u,,3.4913810210865663,
802,229.4078622,20.32008257,core,u,,3.1588387564518197,NO_BAL
803,210.3145602,39.36325445,core,u,,2.086986980680197,NO_BAL
804,219.40433990000002,9.813280266,core,u,,2.7741973907159534,NO_BAL
805,225.32023990000002,52.49991779,core,u,,2.3252261315056315,NO_BAL
806,176.63847280000002,5.11507232,double,l,-0.55073,1.5365289415005248,NO_BAL
807,4.289474912,5.3330082889999995,core,u,,2.6948161937876507,NO_BAL
808,157.71531069999997,18.73527207,core,u,,1.8668227441007812,
809,164.5316893,24.46568809,jet,,,2.6897457396826567,NO_BAL
810,151.434583,25.16014245,double,l,-0.6753600000000001,1.3312781972341825,NO_BAL
811,160.05668590000002,5.074711025,core,u,,1.8968801067383907,NO_BAL
812,164.46498559999998,2.4612862019999997,core,u,,2.072139258134034,
813,177.7031763,2.8051499410000003,core,u,,2.8979446512395444,NO_BAL
814,185.5211784,38.20564667,core,u,,1.7723669575793566,
815,153.937656,9.524983104,core,u,,2.1853967560197973,NO_BAL
816,204.280935,54.96025438,core,u,,1.8755286778225244,
817,330.521409,4.6955305119999995,core,u,,1.5337984245843015,NO_BAL
818,152.9137697,41.94413022,core,u,,1.5814527621659522,
819,13.41598307,3.1033306,core,u,,2.4327497128304287,NO_BAL
820,130.9122551,26.35357457,core,u,,3.0408614711866404,
821,201.7177426,49.19515808,core,u,,1.9639776019549433,
822,246.22279080000004,39.01907439,core,u,,1.7281359765872082,
823,221.47264410000002,48.2509459,core,u,,1.9636522932962264,NO_BAL
824,338.48990380000004,0.621361092,core,u,,2.612141617213432,NO_BAL
825,210.6037367,38.71553395,core,u,,1.8722888102859256,NO_BAL
826,352.8868165,1.105816698,core,u,,1.8701837516763875,BAL
827,178.24490590000002,29.504129100000004,core,u,,2.4214962914981486,
828,202.0853707,52.17634099,core,u,,2.8232875835067404,NO_BAL
829,319.1526752,5.604736266000001,core,u,,3.2568234320549068,NO_BAL
830,133.7341067,46.85445225,core,u,,2.2758067383173257,NO_BAL
831,244.57575899999998,51.94289196,core,u,,1.9187966086495665,NO_BAL
832,225.35708190000003,45.63244945,core,u,,1.4578198463563925,BAL
833,236.6179192,60.48679608,core,u,,1.798518596516375,NO_BAL
834,141.4582447,16.97009164,core,u,,1.7453599071582633,
835,136.020294,6.707669237,core,u,,2.7870853393155466,NO_BAL
836,216.2608682,13.02683902,core,r,,2.1719339190111384,BAL
837,259.87404399999997,24.69071721,core,u,,2.4269370916549065,
838,238.9083412,52.39061427,core,u,,1.819711508853092,
839,133.4250953,6.9486609360000005,core,u,,1.45721196426276,BAL
840,191.36840769999998,55.72304991,core,u,,3.3022999852655275,
841,253.305656,27.55218056,core,u,,1.7659412816646565,
842,228.58828050000002,51.39494345,core,u,,2.0033628567756905,
843,145.1597565,32.66767123,core,u,,2.7069406760920343,NO_BAL
844,216.03970669999998,29.07803799,core,u,,2.0938530149245054,NO_BAL
845,253.23043509999997,33.07761919,core,r,,1.9826362672114384,NO_BAL
846,340.7549755,0.905594398,core,u,,2.5811095371360127,NO_BAL
847,142.03094240000001,32.84368862,triple,l,-0.4436,2.0925995156534185,NO_BAL
848,115.5244263,35.25110491,core,u,,1.7950076845801732,
849,261.855113,37.29412036,core,u,,1.799246895128385,NO_BAL
850,207.3449305,34.55414558,core,u,,1.6628908710880819,BAL
851,340.4727333,-1.9289611080000002,core,u,,1.8455436922604251,BAL
852,179.7571371,6.93858598,core,r,,2.79059955052316,BAL
853,151.5484149,29.67378758,jet,,,2.5097355552432017,
854,207.37445060000002,35.23426508,core,u,,2.3295764886790837,NO_BAL
855,186.2145792,43.58879879,jet,,,3.478626602103636,
856,173.09166480000002,27.34907294,core,u,,1.4290511098761398,
857,174.4747508,36.24453543,core,u,,2.8768186666727544,
858,214.2783102,17.71872477,core,u,,1.412271733152228,
859,21.51975407,12.24511106,double,c,0.03343,2.39995593630634,NO_BAL
860,174.4847092,50.52859201,core,r,,2.2539791094249653,
861,205.9269013,41.04904418,core,u,,1.8517862744095823,
862,358.88514580000003,11.85898852,core,u,,1.8650137590673324,NO_BAL
863,153.1613914,29.69679849,core,u,,2.0620090639773,NO_BAL
864,354.7659501,-9.205888619,core,u,,1.0126509889889193,
865,173.09253909999998,51.78210589,core,u,,1.5489124093690692,BAL
866,137.30074960000002,8.594764273,core,u,,2.092932808187058,NO_BAL
867,352.9852749,-9.133991486000001,core,u,,1.3884764119161104,NO_BAL
868,219.4854005,49.39807959,triple,l,-1.00997,1.5099190307802446,
869,138.48335580000003,31.14541331,core,u,,1.6576397074829583,NO_BAL
870,118.26611880000002,28.78759103,core,r,,1.2426570599856972,BAL
871,1.092741688,6.521058223,core,u,,0.7421439553436755,BAL
872,122.5548493,37.09278004,core,u,,2.98873449091162,NO_BAL
873,198.61239709999998,46.20768115,triple,l,-0.9792299999999999,2.354343497976447,
874,319.1704132,3.6297499280000003,core,u,,2.757535877299984,BAL
875,21.72543327,11.87735319,core,u,,2.57497805475803,
876,121.73543149999999,42.87514648,double,l,-0.9117799999999999,1.2572214570128992,NO_BAL
877,217.5634946,38.43756233,core,u,,1.626171458846157,
878,185.5476659,35.68282068,core,u,,1.2712173950781362,
879,234.9880585,9.917627628,double,c,0.19397,2.87868080041193,BAL
880,112.44381969999999,42.63163999,double,c,-0.3263,2.2774388455649492,
881,160.4038644,5.559358197000001,core,r,,2.9955309559366894,
882,136.7589516,19.49185213,double,c,-0.41715,1.9424121342267997,NO_BAL
883,0.296629166,-0.336555544,jet,,,1.9295429640826511,
884,258.95806780000004,40.54146208,core,u,,2.7230190317271576,NO_BAL
885,111.62059070000001,43.92745665,core,u,,1.1488042800578853,
886,199.4916064,4.82299721,core,u,,0.8075651330684736,NO_BAL
887,149.8242976,23.86489099,core,u,,1.8810464084491456,NO_BAL
888,203.35134630000002,9.851794849,core,u,,0.8486588415248818,BAL
889,193.50336090000002,10.18683868,core,u,,1.4355053889942342,
890,153.4725885,24.82121309,core,u,,2.217270542376191,NO_BAL
891,137.0452458,36.34326923,core,r,,1.9089520323966045,
892,133.8933321,51.10905563,core,u,,0.7461749839870819,BAL
893,215.54044720000002,46.99241866,core,u,,1.8102703332479564,NO_BAL
894,187.96316230000002,27.20538283,core,u,,2.5498282321177284,NO_BAL
895,131.1105901,35.69762853,core,u,,2.8669378436464603,NO_BAL
896,195.4533253,44.43520949,core,u,,2.6109079273402966,
897,250.55060350000002,49.06101317,core,u,,1.5365382882441252,
898,184.7666064,8.648382966,core,u,,1.8316101290566704,BAL
899,170.0440754,34.23169576,core,u,,1.5422066580778575,BAL
900,245.2560185,41.70291185,core,r,,1.8262760417965251,BAL
901,244.8486797,21.63810076,core,u,,1.8131326965727736,BAL
902,154.4947946,43.99696065,core,u,,2.180060986091958,
903,255.49275079999998,22.44485539,jet,,,0.8869123342161274,
904,125.54136310000001,23.16994485,core,u,,2.179727662582195,BAL
905,158.9452092,8.827622497,core,u,,2.3220877727882354,
906,21.97376187,0.421308346,core,u,,3.202093702508084,NO_BAL
907,148.11863540000002,51.32645031,core,u,,2.7487373441861815,NO_BAL
908,203.3545018,47.493156899999995,core,u,,1.9154242034870437,BAL
909,182.055759,42.71803505,core,u,,3.0230972239642213,NO_BAL
910,120.51174840000002,10.32867183,core,u,,1.025104152214233,
911,238.0727085,6.272599847,core,u,,2.9409037110164205,NO_BAL
912,249.3807151,19.8400381,core,u,,2.220452436035385,NO_BAL
913,160.0773131,57.41334073,core,u,,0.6508499781320509,NO_BAL
914,142.97727880000002,33.45120663,core,u,,1.4550040801995308,
915,174.4716636,4.545441801,core,u,,1.7690266514612505,BAL
916,137.6755903,22.80990509,core,u,,3.632898888465984,NO_BAL
917,166.722773,54.44274803,core,u,,2.9081519258912323,NO_BAL
918,156.2536366,-0.67887502,core,r,,1.1402684891163788,
919,203.25745849999998,39.81938814,core,r,,2.4860353215382793,
920,139.3365148,33.36540579,core,r,,0.8791524820193033,
921,128.0201754,59.39878793,double,l,-0.67765,1.6786017944615934,NO_BAL
922,214.2909734,59.85082351,core,u,,3.316546260147,
923,255.8019193,42.71211669,jet,,,2.8248811179462616,
924,184.3276575,42.62889084,core,u,,2.3934656493267203,
925,189.7172778,39.70766332,core,u,,1.9472372595656764,
926,160.42863069999999,31.25573111,core,r,,1.8339994590483983,
927,234.1843091,52.62693199,core,u,,0.5883054723486708,
928,210.0778258,11.67314163,double,c,-0.3722,1.989319776658658,NO_BAL
929,156.6917796,35.5291585,core,u,,0.8512890941610749,NO_BAL
930,241.0687437,8.307055361,core,u,,2.6216669353288564,
931,115.0944249,37.93439254,core,u,,3.7829572664814464,BAL
932,5.7066,-3.740513825,core,u,,3.0093515166586955,
933,133.91662309999998,11.50736099,core,u,,2.023520338580009,NO_BAL
934,8.022020468,-4.238038892,double,c,-0.43573999999999996,1.863036038404644,NO_BAL
935,120.9341683,22.64664991,core,u,,2.558691309619161,NO_BAL
936,140.4911719,30.0082278,core,u,,2.4624087169131927,NO_BAL
937,42.54644021,3.537716758,core,u,,2.928716728189484,NO_BAL
938,37.77330253,0.145494449,core,u,,2.7994856243085646,
939,129.2888011,23.30391389,double,c,0.32687,2.2914154841609844,
940,219.2562614,26.671999699999997,core,u,,1.1128746783609895,
941,139.33894630000003,14.93478406,core,r,,3.2297045270223146,
942,183.6126733,48.06768851,core,u,,1.4618945601668727,BAL
943,202.8904314,36.64183046,triple,c,-0.70727,1.9885444419823428,
944,149.4089811,55.38274598,core,u,,3.5057684334189547,
945,141.46597649999998,36.20988247,core,u,,3.053352219056964,
946,241.42392719999998,51.59699752,core,u,,3.3510483304750225,NO_BAL
947,248.52023419999998,13.42136953,core,r,,0.7969951441656733,
948,249.0690809,17.58550023,jet,,,2.8544979359059535,NO_BAL
949,8.268016561,-0.804019453,jet,,,2.437032248553052,NO_BAL
950,111.63491359999999,40.00806187,core,r,,1.4768125985393852,
951,15.28099098,5.014380391,core,u,,1.949628621708058,NO_BAL
952,195.3375263,19.07273806,core,u,,2.3493951932251576,NO_BAL
953,245.3428029,47.49035994,core,r,,2.0340187753142773,NO_BAL
954,214.28404759999998,46.11822275,triple,c,0.04431,2.940641239103445,
955,215.3988984,53.59883034,core,r,,2.2966076324708125,NO_BAL
956,337.9891297,6.927810929,core,u,,2.891678124755218,
957,177.91920149999999,40.51545955,core,u,,2.5560576229461844,NO_BAL
958,139.5288802,5.56102519,core,u,,1.9787223170436192,NO_BAL
959,210.61088109999997,4.971169626,core,u,,2.076866801391462,NO_BAL
960,55.69302781,-0.305363884,double,c,-0.09867999999999999,1.6669577688959294,BAL
961,241.20680910000002,5.34291932,core,u,,1.3575401460736856,NO_BAL
962,135.05815259999997,2.788216621,core,u,,3.051774154189431,
963,10.72082885,8.306755686,triple,l,-0.53697,1.6700769920788359,
964,245.0591588,10.60590579,core,u,,2.458509272998468,NO_BAL
965,200.18862719999998,-0.47927224,core,u,,2.093142224796158,
966,162.5042159,59.18656712,core,u,,1.9798875455965037,BAL
967,243.62805649999999,51.27472529,core,u,,2.2173520845058787,
968,188.6866159,46.56541231,core,u,,2.5336963849745966,
969,148.3412449,7.776286483,core,u,,1.3897847520778384,NO_BAL
970,196.8624753,10.75177814,core,u,,1.3325000280520245,NO_BAL
971,212.9699055,43.00664811,core,u,,3.0417733719541618,BAL
972,226.4641327,24.66388822,core,r,,1.9019804733284191,BAL
973,156.069604,58.93354959,core,u,,1.5615686129864372,NO_BAL
974,182.86620190000002,19.05701326,triple,l,-1.13842,1.4682979878820916,
975,204.3513406,60.09488666,core,u,,1.1586035347648718,
976,29.218763800000005,11.11951979,core,u,,1.5849278373734648,
977,176.1205668,57.13771186,core,u,,1.546920337561113,NO_BAL
978,137.08677340000003,59.01204213,core,r,,2.739204145229941,
979,154.33132080000001,24.176185399999998,core,u,,2.2238449419289297,NO_BAL
980,178.2485396,56.33789671,core,u,,1.8264222674802213,
981,173.761802,8.033352606000001,jet,,,2.5560203638929098,NO_BAL
982,141.3569257,24.99923685,core,u,,2.6204948611619927,NO_BAL
983,223.82724249999998,52.43414648,core,u,,1.8115283284986967,
984,160.1322278,25.33933417,core,u,,2.3619603043984467,NO_BAL
985,164.47687019999998,20.10287744,core,u,,1.2656459521779169,
986,114.24714669999999,29.66068387,core,u,,,NO_BAL
987,139.3872084,12.21932539,core,u,,1.5848631563502082,
988,260.6531568,58.93949186,core,u,,3.0225101541705994,NO_BAL
989,243.6343267,39.7458031,core,u,,3.728353981286847,
990,156.25583590000002,43.24255601,core,u,,2.1986306604252137,
991,211.7929,38.05999289,core,u,,2.395594434665347,
992,139.39506310000002,50.27726495,core,u,,2.7896883267920827,
993,168.3575378,59.93266283,core,r,,3.037643913568867,
994,221.79803430000004,18.8197581,core,u,,1.1561424433103924,
995,197.3214094,33.51400339,double,c,-0.05785,1.8591865078159289,
996,138.88379619999998,42.16173322,core,u,,2.3540192318680133,
997,194.2928762,43.43423844,double,l,-1.24003,1.8268541959002689,BAL
998,211.9341756,14.10591414,core,u,,2.4969343963409445,BAL
999,170.969525,39.71865651,core,r,,2.4035697411804513,NO_BAL
1000,187.128923,48.30889323,core,u,,1.856732160246673,
1001,180.3402614,11.01607231,double,c,-0.32583,1.3861562108416934,NO_BAL
1002,255.6359526,31.96450326,double,c,0.67055,1.4904307447359386,NO_BAL
1003,246.2433974,42.51875745,core,u,,0.7271688613262228,
1004,25.217032800000002,7.820989217999999,core,u,,3.1122641389908168,NO_BAL
1005,321.4096088,-1.123694398,core,r,,2.3809101871010867,BAL
1006,181.0327469,48.7633262,core,u,,1.2819067078855697,BAL
1007,173.8175363,-2.448222184,jet,,,3.0252550493702235,BAL
1008,141.8491501,26.82246364,core,u,,3.274866332183103,NO_BAL
1009,37.81084125,-9.098402786,core,u,,2.1499388423866748,
1010,256.8239615,45.60293279,core,u,,2.818954815193892,
1011,189.7080844,52.82609347,core,u,,3.0610096285348307,NO_BAL
1012,167.6601481,42.28757262,core,u,,0.5194910292407939,BAL
1013,176.16565980000001,45.61149443,double,c,0.16286,2.098238907173358,
1014,18.91571713,-0.366450001,core,u,,1.5824862295097932,
1015,217.61622369999998,25.20045764,core,r,,2.7212321204637377,
1016,127.4964775,23.99236622,core,u,,1.7145632233536134,NO_BAL
1017,179.47496840000002,13.94353578,double,l,0.22804000000000002,1.977862877920032,
1018,119.04996499999999,26.96018075,core,u,,2.0945878449602064,BAL
1019,246.9492565,38.71484752,jet,,,2.916317701266556,NO_BAL
1020,1.61069585,-4.988872196,jet,,,2.772164742446121,
1021,259.9512388,38.86191515,core,u,,2.3910125134385525,
1022,233.96161769999998,47.18936716,core,u,,1.7853595476488138,NO_BAL
1023,150.9783536,44.5296676,core,r,,2.347500538803449,
1024,124.43857450000002,49.80570869,core,u,,2.066356607889003,NO_BAL
1025,319.0804665,5.123986144,core,r,,3.0287476636530966,
1026,321.4804754,-1.4554500259999998,core,r,,2.7022194729280518,NO_BAL
1027,212.182494,54.13084402,core,u,,2.012739955849516,
1028,221.4732725,39.85686881,core,u,,1.1123110105874587,NO_BAL
1029,208.2081981,35.40570966,core,u,,2.5877087166469344,
1030,185.5608345,40.11061033,core,u,,2.9860392767652213,NO_BAL
1031,160.1515299,13.31480833,core,u,,2.1978677818220715,BAL
1032,329.30357599999996,10.24019441,core,u,,3.306824728794933,
1033,200.2311929,23.14881737,core,u,,1.2682451395687295,NO_BAL
1034,197.03557959999998,55.02225884,core,u,,1.7083048172888895,BAL
1035,168.0292242,58.51845168,core,u,,2.137058978581241,NO_BAL
1036,243.56338829999999,0.789508343,core,u,,1.8168955594898182,NO_BAL
1037,183.9248676,5.32577768,triple,l,-1.6834900000000002,1.4522115229467687,
1038,221.43619819999998,23.04421644,jet,,,3.1351681043348933,
1039,151.59009269999999,12.75911695,jet,,,2.8504608210013016,
1040,152.9207092,34.64884957,core,u,,1.7712272106569102,
1041,219.1413366,36.50075974,double,c,0.24236,1.5841172780267585,
1042,239.8790887,3.0800249280000003,core,u,,3.3224477487560082,NO_BAL
1043,239.07815330000003,0.237036112,core,u,,2.1300501597942727,
1044,177.367131,40.63125516,core,u,,2.47589371025037,
1045,181.0616523,36.51604911,core,u,,2.005121738816352,NO_BAL
1046,223.8431978,13.10669162,core,u,,2.374508094837408,
1047,118.2682499,25.52001146,core,r,,2.3765916519435537,NO_BAL
1048,353.25396689999997,1.012824953,core,u,,2.0177887013350433,NO_BAL
1049,162.66478,57.39345805,core,u,,1.4627794384029698,
1050,3.616412703,1.226122263,core,u,,2.771465407893319,NO_BAL
1051,231.13768959999996,14.799655599999998,core,u,,2.134892434338087,NO_BAL
1052,116.57801029999999,23.10648386,core,u,,0.4675768253248237,NO_BAL
1053,211.92358880000003,59.74784475,core,r,,1.5996070313921904,
1054,198.02665369999997,2.86834157,core,u,,2.00083249005088,NO_BAL
1055,140.18650449999998,8.478211364,core,r,,2.0768726727441686,NO_BAL
1056,21.726978600000002,-3.008561085,core,u,,1.8066659942683216,
1057,128.4000295,39.39886023,core,u,,2.5622113311132138,
1058,124.8173358,34.84734511,core,u,,2.1176415127238517,
1059,168.3578929,17.09548538,core,u,,2.01257036111668,
1060,239.1407042,35.29934312,core,u,,1.8230345144959867,
1061,235.8183909,10.63674409,double,c,-0.21508000000000002,1.607575267272476,BAL
1062,135.29936750000002,4.816455596,core,u,,2.7615739506756283,NO_BAL
1063,138.884206,33.50873731,core,u,,2.8180911220756144,
1064,158.9472446,44.03040126,core,u,,2.589960300213036,
1065,176.15275069999998,9.984666788,core,u,,1.3011457427275277,BAL
1066,169.7712503,38.30654222,double,c,0.73865,1.5817937738893175,
1067,147.4514489,23.97287286,core,u,,2.978136221115636,NO_BAL
1068,203.41514019999997,10.70666389,core,u,,2.3489417427591546,NO_BAL
1069,178.2801497,58.62355463,core,u,,1.881906338031179,
1070,229.59362969999998,61.06293620000001,core,u,,1.9016630857456318,BAL
1071,182.477933,51.57705337,core,r,,2.902015051066796,
1072,334.2026077,1.4075916380000002,jet,,,2.085685884838226,NO_BAL
1073,351.6755456,-3.009161075,core,r,,2.447420949268841,NO_BAL
1074,163.5297961,-1.3951166169999998,core,u,,2.77627361966494,NO_BAL
1075,137.6870924,26.21492003,core,u,,0.9440698668952578,BAL
1076,118.16254579999999,20.06159406,core,u,,1.3496281609976235,
1077,211.9352002,11.62639411,core,u,,0.8833631040539842,
1078,186.9907346,-1.554555537,jet,,,2.5107999671803567,NO_BAL
1079,225.4044971,49.91965674,core,u,,1.7892867273478772,NO_BAL
1080,186.9333064,37.52814655,jet,,,3.2682803994135368,
1081,212.0018901,34.85697567,core,u,,0.452040958131947,
1082,218.81977129999999,28.90527178,double,c,0.7441,2.77100527896456,NO_BAL
1083,143.9700468,37.30713187,core,u,,3.1344498719788705,
1084,214.29591839999998,45.57589548,core,u,,1.9024849311718055,
1085,118.1584887,38.01619088,core,u,,2.4538094044222216,NO_BAL
1086,167.2662238,20.48264108,core,u,,2.5820362760296516,BAL
1087,11.3848291,4.760161177,core,u,,2.739561044393736,NO_BAL
1088,166.68770680000003,10.35528054,core,u,,2.219086128732448,
1089,156.71441480000001,59.1078287,core,u,,2.264507424749389,BAL
1090,239.9366945,40.32505778,core,r,,2.8554880130654765,NO_BAL
1091,137.1437918,-1.042288895,core,u,,2.427228449774978,
1092,201.8373529,43.44108229,core,u,,3.357362004245372,NO_BAL
1093,223.8437443,38.53357088,core,u,,1.7996575964738741,
1094,187.9788854,24.08731439,core,u,,1.300063404001648,NO_BAL
1095,137.0503412,51.78362902,triple,l,-0.6846899999999999,1.5887442984995377,
1096,257.1718777,43.15284831,core,u,,2.2904103717304367,NO_BAL
1097,122.1162555,40.63616266,double,l,-1.0788799999999998,2.318809284349939,NO_BAL
1098,225.89894819999998,22.07340067,core,u,,1.7293522185837034,
1099,111.2755841,26.41542706,core,r,,3.2773272705841388,NO_BAL
1100,42.91476499,-8.57573622,core,u,,3.0673684331077014,NO_BAL
1101,329.36024610000004,6.473350206,core,u,,1.7136487217032468,
1102,253.3474772,35.62246571,core,r,,2.317760728774856,
1103,128.4008628,21.24293675,core,u,,3.7356344515103728,
1104,127.50449609999998,19.74097474,core,u,,2.857534207453476,NO_BAL
1105,184.3392278,30.94184636,core,u,,0.9597500262106125,
1106,255.8444031,38.99182535,jet,,,2.5534092084604425,
1107,221.82866090000002,8.106291342,core,r,,2.1809423606278684,
1108,344.7529038,-8.18421697,core,u,,3.2858972170031224,
1109,239.22034419999997,40.00783648,core,u,,1.2326081973804959,
1110,176.50540700000002,17.10400775,core,r,,2.0764839805233577,
1111,242.7609504,58.35158332,core,u,,1.6954709667171428,NO_BAL
1112,0.803162478,-4.4579223180000005,triple,l,-0.5957399999999999,2.0761817046416,
1113,163.56072319999998,19.74930586,core,u,,3.4958663676604664,BAL
1114,5.942475032999999,8.988505896,core,u,,2.0430125610436987,
1115,133.95148429999998,26.63041068,core,u,,2.084896615113594,NO_BAL
1116,188.0169432,37.98208092,core,u,,2.48096106911882,NO_BAL
1117,207.4082191,31.74679098,core,u,,2.476595152042498,NO_BAL
1118,118.1860144,43.68474587,core,u,,1.5937067068515502,
1119,157.7421397,61.36615562,core,u,,1.5155892477227468,
1120,261.95788,34.37768764,jet,,,2.4297205054783197,BAL
1121,152.17702450000002,62.33221074,jet,,,2.6337494321481767,NO_BAL
1122,21.80469249,11.278855300000002,core,u,,1.4917814728384742,
1123,156.2559315,2.4950943569999997,core,u,,1.8674327916872244,
1124,117.2788013,39.38203064,double,l,-0.42471000000000003,1.1226734656731865,
1125,230.46835840000003,48.587011700000005,core,u,,2.794003483273427,
1126,40.05604737,1.45545835,core,u,,2.4364713224448464,NO_BAL
1127,237.0746813,35.1912144,core,u,,2.4696856692813896,
1128,153.8702148,19.74763588,triple,l,-1.2273100000000001,1.3797123587163769,NO_BAL
1129,343.06096180000003,0.012802778,core,u,,2.5268378662329964,NO_BAL
1130,221.49821630000002,25.06023044,core,u,,3.131768656130447,NO_BAL
1131,346.49346230000003,-1.3934221969999998,core,u,,2.6653895488936965,NO_BAL
1132,145.1942216,59.35618804,core,u,,1.7745877254063118,NO_BAL
1133,176.86184730000002,30.28086846,core,u,,2.9070325298401927,NO_BAL
1134,228.6446569,2.8801861860000004,core,u,,2.837436075352897,
1135,208.3032061,23.64013337,core,r,,1.9088270132893408,NO_BAL
1136,211.8197563,42.12162293,core,u,,3.411091268754736,NO_BAL
1137,42.91625056,-6.033319537000001,core,u,,2.4135626742100698,BAL
1138,164.5120866,43.07822849,core,r,,3.1704814762064157,
1139,219.2677634,12.18529483,core,u,,1.5017139985099432,
1140,124.81998590000002,27.12607238,core,u,,3.6423749585638685,
1141,131.8882618,39.1029013,core,u,,2.1171341860182324,NO_BAL
1142,129.1856106,46.51707506,core,u,,2.974767233922273,BAL
1143,139.5681538,40.78795678,core,u,,2.4819015844941203,
1144,199.4489313,27.81625788,core,r,,1.7136778359106883,
1145,130.3925323,16.8636107,core,r,,1.8988688495412436,NO_BAL
1146,143.9743635,38.631584100000005,core,r,,1.8777790519151336,
1147,227.87371980000003,49.27709645,jet,,,2.6988946987611717,NO_BAL
1148,150.2279754,53.53497149,triple,c,-0.40135,1.9824698118047963,
1149,354.4170418,1.660163922,core,r,,2.688897410810321,BAL
1150,115.5903649,36.12935795,core,r,,1.9642072645117241,
1151,115.9513404,35.53300389,core,u,,2.295024398027185,NO_BAL
1152,348.6938,-0.12144722,core,u,,0.3361614995305857,NO_BAL
1153,7.902029412,-1.606122185,core,u,,1.578240983679271,NO_BAL
1154,319.09364189999997,3.942052644,core,u,,2.312947884461168,
1155,197.2049137,-2.038722248,core,u,,2.765650034648354,NO_BAL
1156,225.44693990000002,48.05994308,core,u,,1.868015502442411,NO_BAL
1157,119.6298617,40.47902391,core,u,,2.856842699004777,NO_BAL
